Income,Age,Education,Marital Status,race,sex,Capital Gain,Capital Loss,Hours per Week,Native Country
 <=50k,44, 11,0,1,1, 0, 0, 44,1
 <=50k,40, 9,1,1,1, 0, 0, 30,1
 <=50k,58, 14,1,1,1, 0, 0, 50,1
 >50k,38, 9,1,1,1, 0, 0, 40,1
 <=50k,62, 5,0,0,2, 1055, 0, 22,1
 <=50k,31, 11,1,1,1, 3464, 0, 38,1
 <=50k,31, 7,1,1,1, 0, 0, 40,0
 <=50k,30, 9,0,1,1, 0, 1876, 45,1
 <=50k,37, 9,0,1,2, 0, 0, 40,0
 <=50k,38, 9,0,1,1, 0, 1876, 40,0
 <=50k,58, 8,1,1,1, 0, 0, 40,1
 >50k,30, 13,1,1,1, 0, 0, 50,1
 <=50k,28, 11,0,1,2, 4650, 0, 40,1
 <=50k,46, 10,0,1,2, 0, 0, 70,1
 <=50k,34, 13,0,1,2, 0, 0, 40,1
 <=50k,39, 10,0,1,1, 0, 0, 99,1
 <=50k,61, 10,0,1,2, 0, 0, 20,1
 <=50k,30, 11,0,1,2, 0, 0, 40,1
 <=50k,31, 9,0,1,2, 0, 0, 40,1
 <=50k,21, 9,0,1,1, 0, 0, 40,1
 <=50k,50, 9,1,1,1, 0, 0, 58,1
 <=50k,47, 9,0,1,1, 0, 0, 33,1
 <=50k,20, 9,0,1,1, 0, 0, 40,1
 <=50k,23, 13,0,1,2, 0, 0, 30,1
 <=50k,46, 2,0,1,2, 0, 0, 40,0
 <=50k,20, 9,0,1,1, 0, 0, 45,1
 >50k,33, 13,1,1,1, 7688, 0, 50,1
 <=50k,30, 10,0,1,2, 0, 0, 30,1
 <=50k,43, 10,0,1,2, 0, 0, 40,1
 <=50k,23, 10,0,1,1, 0, 0, 60,1
 <=50k,25, 10,0,1,1, 0, 0, 40,1
 >50k,50, 9,1,1,2, 0, 0, 40,1
 >50k,44, 14,1,1,2, 0, 0, 24,1
 <=50k,26, 10,0,1,2, 0, 0, 40,1
 >50k,35, 16,0,1,2, 0, 0, 80,1
 <=50k,48, 9,0,1,1, 0, 0, 15,1
 <=50k,26, 9,0,0,1, 0, 0, 40,1
 <=50k,41, 14,0,1,2, 0, 0, 40,1
 <=50k,25, 13,0,1,1, 0, 0, 40,1
 <=50k,33, 11,0,1,2, 0, 0, 55,1
 <=50k,24, 13,1,1,2, 0, 0, 40,1
 <=50k,31, 13,0,1,2, 0, 0, 40,1
 <=50k,24, 12,0,1,2, 0, 0, 2,1
 <=50k,41, 5,0,1,2, 0, 0, 40,0
 <=50k,38, 10,1,1,1, 0, 0, 45,1
 <=50k,19, 9,0,1,1, 0, 0, 40,1
 <=50k,19, 9,0,1,1, 0, 0, 40,1
 <=50k,24, 9,0,1,1, 0, 0, 40,1
 >50k,67, 14,0,1,1, 0, 0, 55,1
 <=50k,49, 6,0,0,1, 0, 0, 40,1
 >50k,35, 11,1,1,1, 0, 0, 40,1
 >50k,44, 10,1,1,1, 0, 0, 45,1
 <=50k,22, 12,0,1,1, 0, 0, 60,1
 <=50k,21, 10,0,1,1, 0, 0, 10,1
 <=50k,50, 10,1,1,1, 0, 0, 50,1
 <=50k,44, 12,1,1,1, 0, 0, 48,1
 <=50k,36, 10,1,0,1, 0, 0, 40,1
 >50k,30, 10,1,1,1, 7298, 0, 48,0
 >50k,52, 9,1,1,1, 0, 0, 40,1
 <=50k,35, 9,1,1,1, 0, 0, 90,1
 <=50k,48, 11,0,1,1, 0, 0, 48,1
 <=50k,23, 9,1,1,1, 0, 2377, 40,1
 <=50k,37, 14,0,1,1, 0, 0, 50,1
 >50k,44, 14,1,1,1, 0, 2415, 55,1
 >50k,44, 9,1,1,1, 0, 0, 50,1
 <=50k,36, 13,0,1,1, 0, 0, 40,1
 <=50k,26, 10,1,1,1, 0, 0, 12,1
 >50k,31, 13,0,1,1, 0, 0, 45,1
 <=50k,29, 9,1,1,1, 0, 0, 50,1
 <=50k,53, 9,0,0,2, 0, 0, 40,1
 <=50k,52, 11,1,1,1, 0, 0, 40,1
 >50k,55, 9,1,1,1, 0, 1887, 40,1
 <=50k,31, 6,1,1,1, 0, 0, 40,1
 <=50k,55, 9,1,1,1, 0, 0, 40,1
 >50k,48, 14,1,1,1, 0, 0, 55,1
 <=50k,20, 9,0,1,2, 0, 0, 40,1
 >50k,50, 9,1,1,2, 7298, 0, 30,1
 <=50k,45, 13,1,1,1, 0, 0, 51,1
 <=50k,17, 6,0,1,1, 0, 0, 10,0
 <=50k,38, 9,0,1,2, 0, 0, 25,1
 >50k,43, 9,0,1,2, 0, 0, 40,1
 <=50k,22, 9,1,1,1, 0, 0, 30,1
 <=50k,63, 9,0,1,2, 0, 0, 40,1
 <=50k,36, 13,1,1,1, 0, 0, 45,1
 >50k,56, 13,1,1,1, 0, 0, 50,1
 <=50k,43, 15,1,0,1, 0, 0, 40,1
 >50k,41, 13,1,1,1, 0, 0, 45,1
 <=50k,41, 9,0,1,2, 0, 0, 40,1
 <=50k,36, 13,0,1,1, 0, 0, 45,1
 >50k,59, 16,1,1,1, 0, 0, 50,1
 >50k,46, 12,1,1,1, 0, 0, 44,1
 <=50k,23, 13,0,1,2, 0, 0, 36,1
 <=50k,46, 10,0,1,1, 0, 0, 20,1
 >50k,53, 13,1,1,1, 0, 1902, 40,1
 <=50k,47, 9,0,0,1, 0, 0, 56,0
 <=50k,46, 14,0,1,2, 0, 0, 40,1
 >50k,47, 9,1,1,1, 0, 0, 56,1
 >50k,29, 9,1,1,1, 0, 1887, 30,1
 <=50k,32, 11,0,1,2, 0, 0, 40,1
 <=50k,90, 9,1,1,1, 0, 0, 40,1
 <=50k,23, 11,0,0,1, 0, 0, 40,1
 <=50k,23, 11,0,1,2, 0, 0, 40,1
 >50k,44, 10,1,0,2, 0, 0, 30,0
 <=50k,81, 6,1,1,2, 2936, 0, 28,1
 <=50k,17, 6,0,0,2, 0, 0, 12,1
 >50k,56, 11,1,1,1, 0, 0, 40,1
 <=50k,58, 6,1,1,1, 0, 0, 40,1
 >50k,45, 13,1,1,1, 0, 0, 45,1
 <=50k,25, 9,1,1,1, 0, 0, 40,1
 >50k,36, 13,1,0,2, 0, 0, 35,0
 >50k,32, 11,1,1,2, 0, 0, 24,1
 <=50k,25, 9,0,1,1, 0, 0, 30,1
 >50k,29, 10,1,1,1, 0, 0, 40,1
 <=50k,23, 9,0,1,1, 0, 0, 60,1
 >50k,41, 14,1,1,1, 0, 0, 55,1
 >50k,48, 13,1,0,1, 0, 0, 40,1
 <=50k,29, 9,1,1,1, 0, 0, 60,1
 <=50k,55, 10,1,1,1, 0, 0, 40,1
 <=50k,30, 7,1,0,1, 0, 1651, 40,0
 <=50k,45, 10,0,0,2, 0, 0, 40,1
 <=50k,50, 9,0,1,1, 0, 0, 40,0
 <=50k,22, 9,0,1,1, 0, 0, 50,1
 <=50k,80, 9,0,0,2, 0, 0, 32,1
 <=50k,30, 9,1,1,1, 0, 0, 44,1
 <=50k,20, 10,0,1,2, 0, 0, 20,1
 <=50k,29, 9,1,1,1, 0, 0, 35,1
 <=50k,56, 10,1,1,1, 0, 0, 40,1
 <=50k,63, 13,1,1,1, 0, 0, 40,1
 <=50k,20, 9,0,1,1, 0, 0, 40,1
 <=50k,38, 9,1,0,2, 0, 0, 40,1
 <=50k,31, 9,1,1,1, 0, 0, 40,1
 <=50k,21, 10,0,1,1, 0, 0, 35,1
 >50k,47, 6,1,1,1, 0, 0, 46,1
 <=50k,25, 13,0,0,2, 0, 0, 40,0
 <=50k,31, 10,0,0,2, 0, 0, 38,1
 <=50k,28, 9,0,1,2, 0, 0, 40,1
 <=50k,38, 9,1,1,1, 0, 0, 99,1
 <=50k,30, 13,1,1,1, 0, 0, 40,1
 >50k,39, 9,1,1,1, 0, 1977, 40,1
 <=50k,26, 10,0,1,2, 0, 0, 40,1
 <=50k,47, 9,0,1,2, 0, 0, 40,1
 <=50k,27, 9,0,1,1, 0, 2258, 50,1
 <=50k,43, 10,1,0,1, 0, 0, 32,1
 <=50k,32, 13,0,1,1, 0, 0, 55,1
 <=50k,20, 10,0,0,1, 0, 0, 30,0
 <=50k,21, 8,0,0,2, 0, 0, 20,1
 <=50k,32, 11,0,1,1, 0, 0, 40,1
 <=50k,37, 11,0,0,1, 0, 0, 48,1
 <=50k,45, 9,1,0,1, 0, 0, 40,0
 >50k,37, 12,1,1,1, 0, 1887, 40,1
 <=50k,24, 13,0,1,1, 0, 0, 25,1
 <=50k,23, 10,0,1,1, 0, 0, 40,1
 >50k,40, 9,1,1,1, 0, 0, 40,1
 >50k,38, 10,1,1,1, 0, 0, 48,1
 <=50k,71, 6,1,1,1, 0, 0, 40,1
 <=50k,51, 10,0,1,2, 0, 0, 40,1
 <=50k,52, 10,0,1,1, 0, 0, 5,1
 <=50k,30, 13,0,1,2, 0, 0, 40,1
 >50k,34, 9,1,1,1, 7688, 0, 40,1
 <=50k,38, 6,0,1,2, 0, 0, 40,1
 >50k,43, 11,0,1,2, 13550, 0, 40,1
 <=50k,43, 7,0,1,1, 0, 0, 42,1
 >50k,36, 10,0,0,1, 13550, 0, 40,1
 <=50k,24, 10,0,1,2, 0, 0, 40,1
 <=50k,55, 6,1,0,2, 0, 0, 40,1
 >50k,51, 14,1,1,1, 0, 1902, 60,1
 <=50k,43, 9,0,0,2, 0, 0, 40,1
 <=50k,28, 9,0,1,1, 0, 0, 40,1
 <=50k,54, 12,1,1,1, 0, 0, 45,1
 >50k,47, 10,1,1,1, 0, 0, 40,1
 >50k,47, 13,1,1,1, 0, 0, 55,1
 >50k,47, 10,1,1,1, 0, 0, 57,1
 <=50k,38, 10,0,1,2, 6497, 0, 35,1
 <=50k,60, 3,1,1,1, 0, 0, 40,1
 <=50k,19, 9,0,0,2, 0, 0, 25,1
 <=50k,22, 10,0,0,2, 0, 0, 25,1
 >50k,55, 14,1,1,1, 0, 0, 40,1
 <=50k,44, 10,0,0,2, 0, 0, 35,1
 >50k,53, 2,1,1,1, 7688, 0, 67,0
 >50k,44, 14,1,1,2, 4386, 0, 40,1
 <=50k,28, 13,0,1,1, 0, 0, 50,1
 <=50k,30, 10,0,0,2, 0, 0, 40,1
 <=50k,39, 9,0,0,2, 0, 0, 40,1
 <=50k,43, 9,0,1,2, 0, 0, 40,1
 <=50k,24, 13,0,1,2, 0, 0, 40,1
 <=50k,27, 11,0,1,1, 0, 0, 56,1
 <=50k,64, 3,1,1,1, 0, 0, 70,0
 >50k,41, 10,1,1,1, 0, 0, 40,1
 <=50k,28, 9,0,1,1, 0, 0, 40,1
 <=50k,61, 9,1,1,1, 0, 0, 30,1
 <=50k,27, 7,0,1,2, 0, 0, 40,1
 <=50k,49, 10,0,1,2, 0, 0, 32,1
 <=50k,20, 10,1,1,1, 0, 0, 40,1
 <=50k,41, 13,0,1,2, 0, 1876, 40,1
 <=50k,28, 9,1,1,1, 0, 0, 40,1
 <=50k,36, 9,0,1,1, 0, 0, 40,1
 <=50k,44, 13,0,1,1, 0, 0, 40,1
 >50k,51, 13,1,1,2, 7688, 0, 20,1
 <=50k,40, 10,0,0,2, 0, 0, 38,1
 <=50k,19, 9,0,1,2, 0, 0, 40,1
 <=50k,54, 10,1,1,2, 0, 0, 40,1
 <=50k,55, 9,0,1,1, 0, 0, 40,1
 <=50k,57, 11,0,1,2, 0, 0, 40,1
 <=50k,29, 10,0,1,2, 0, 0, 30,0
 <=50k,51, 9,0,1,2, 0, 0, 43,1
 <=50k,44, 9,0,1,1, 0, 0, 37,1
 <=50k,35, 11,1,1,1, 0, 0, 42,1
 <=50k,40, 9,0,1,1, 0, 0, 40,1
 <=50k,46, 4,0,1,2, 0, 0, 32,1
 >50k,25, 10,1,1,1, 0, 0, 60,1
 <=50k,33, 13,0,1,1, 0, 1408, 36,1
 <=50k,32, 10,0,1,2, 0, 2205, 40,0
 <=50k,22, 9,0,1,2, 0, 0, 40,1
 <=50k,39, 10,1,0,2, 0, 0, 40,0
 <=50k,18, 9,0,0,1, 0, 0, 40,1
 <=50k,43, 9,0,0,2, 0, 0, 45,1
 <=50k,46, 9,0,1,1, 0, 0, 40,1
 >50k,63, 10,1,1,1, 7298, 0, 48,1
 >50k,59, 13,1,1,1, 0, 0, 60,1
 <=50k,40, 14,0,1,2, 0, 0, 40,1
 <=50k,23, 9,0,1,1, 0, 0, 35,1
 <=50k,36, 11,1,1,1, 0, 0, 60,1
 <=50k,48, 9,0,1,2, 0, 0, 40,1
 >50k,43, 10,1,1,2, 0, 0, 40,1
 <=50k,18, 6,0,1,2, 0, 0, 30,1
 <=50k,17, 7,0,1,1, 0, 0, 16,1
 >50k,53, 9,1,1,1, 0, 0, 40,1
 <=50k,36, 10,0,1,2, 0, 0, 39,1
 <=50k,20, 9,0,1,1, 0, 0, 40,1
 <=50k,22, 13,0,1,2, 0, 0, 60,1
 >50k,34, 13,1,1,1, 0, 0, 40,1
 <=50k,39, 7,0,1,1, 0, 0, 40,1
 <=50k,57, 10,0,1,2, 0, 0, 40,1
 <=50k,30, 6,0,1,2, 0, 0, 40,1
 >50k,37, 15,1,1,1, 0, 0, 60,1
 >50k,51, 9,1,1,1, 0, 0, 40,1
 <=50k,38, 9,0,1,1, 0, 0, 40,1
 <=50k,34, 9,0,1,2, 0, 0, 35,1
 <=50k,47, 9,0,0,2, 0, 0, 40,0
 <=50k,28, 9,1,1,1, 0, 0, 40,1
 <=50k,25, 6,0,1,1, 0, 0, 24,0
 <=50k,25, 10,0,1,2, 0, 0, 60,1
 >50k,50, 14,1,1,1, 15024, 0, 65,1
 >50k,50, 9,1,1,1, 0, 0, 40,1
 <=50k,43, 13,1,1,1, 0, 0, 48,1
 <=50k,27, 9,0,1,1, 0, 1876, 75,1
 <=50k,32, 9,1,1,1, 0, 0, 50,1
 <=50k,44, 6,0,1,1, 0, 0, 35,1
 <=50k,19, 9,0,0,2, 0, 0, 20,1
 >50k,53, 10,0,1,1, 0, 0, 40,1
 <=50k,21, 9,0,1,1, 0, 0, 40,1
 <=50k,26, 9,0,1,1, 0, 0, 40,1
 <=50k,68, 9,1,1,1, 0, 419, 12,1
 <=50k,31, 10,1,1,1, 0, 2051, 57,1
 >50k,32, 13,0,1,1, 0, 2444, 50,1
 <=50k,33, 14,0,1,1, 0, 0, 40,1
 <=50k,24, 7,1,1,1, 0, 0, 65,1
 <=50k,30, 9,1,1,1, 0, 0, 42,1
 >50k,49, 9,1,1,1, 0, 0, 40,1
 <=50k,18, 7,0,0,1, 0, 0, 40,1
 <=50k,30, 10,0,1,2, 0, 0, 37,1
 <=50k,51, 9,1,1,1, 0, 0, 40,1
 <=50k,52, 10,1,1,1, 0, 0, 40,1
 <=50k,52, 9,0,1,1, 0, 0, 30,1
 <=50k,23, 9,0,0,1, 0, 0, 32,1
 <=50k,23, 6,0,1,1, 0, 0, 60,1
 <=50k,36, 9,1,1,1, 0, 0, 48,1
 <=50k,19, 7,0,1,1, 0, 0, 25,1
 <=50k,53, 9,1,1,1, 0, 0, 60,1
 <=50k,17, 7,0,1,1, 0, 0, 25,1
 <=50k,69, 9,0,1,2, 0, 0, 8,1
 <=50k,46, 13,0,1,2, 0, 0, 40,1
 <=50k,33, 9,0,1,1, 0, 0, 46,1
 <=50k,40, 10,1,1,1, 0, 0, 45,1
 <=50k,29, 14,1,1,1, 0, 0, 40,1
 <=50k,41, 10,0,1,2, 0, 0, 38,1
 <=50k,22, 9,1,1,1, 0, 0, 45,1
 <=50k,28, 4,1,1,1, 0, 0, 40,1
 <=50k,31, 13,1,1,1, 0, 0, 46,1
 <=50k,35, 13,0,1,2, 0, 0, 40,1
 <=50k,38, 10,1,0,1, 0, 0, 40,1
 <=50k,17, 6,0,1,2, 0, 0, 10,1
 <=50k,39, 6,1,1,1, 0, 0, 40,1
 <=50k,27, 10,0,0,1, 0, 0, 40,1
 <=50k,50, 9,0,1,2, 0, 0, 40,1
 <=50k,56, 9,1,1,1, 0, 0, 40,1
 <=50k,80, 9,1,1,1, 0, 0, 20,1
 <=50k,38, 10,1,1,2, 0, 0, 15,1
 >50k,52, 9,1,0,1, 0, 0, 40,1
 <=50k,26, 13,0,0,1, 0, 0, 38,0
 <=50k,43, 9,0,0,2, 0, 0, 40,0
 <=50k,45, 13,0,1,2, 0, 0, 42,1
 >50k,41, 11,1,0,1, 0, 0, 40,1
 <=50k,30, 12,0,1,2, 0, 0, 25,1
 <=50k,24, 10,1,1,1, 2407, 0, 40,1
 <=50k,43, 10,0,1,2, 0, 0, 20,1
 >50k,44, 13,1,1,1, 0, 0, 70,1
 <=50k,54, 9,0,0,1, 0, 0, 40,1
 >50k,23, 13,0,1,2, 0, 2258, 40,1
 >50k,33, 9,1,1,1, 0, 0, 60,1
 <=50k,18, 7,0,1,1, 0, 0, 16,1
 <=50k,38, 10,0,1,2, 0, 0, 40,0
 <=50k,41, 11,1,1,1, 0, 0, 45,1
 >50k,66, 4,1,1,1, 0, 0, 40,1
 <=50k,60, 14,0,1,2, 0, 0, 10,1
 <=50k,24, 6,0,0,1, 0, 0, 65,0
 <=50k,61, 7,0,1,2, 0, 0, 36,1
 <=50k,35, 13,1,1,1, 0, 0, 40,1
 <=50k,19, 10,0,1,2, 0, 0, 40,1
 <=50k,52, 9,0,0,2, 0, 0, 40,1
 >50k,38, 13,1,1,1, 7298, 0, 50,1
 <=50k,39, 9,1,1,1, 0, 0, 40,1
 <=50k,33, 13,1,1,1, 0, 0, 50,1
 <=50k,52, 9,0,1,2, 0, 0, 40,1
 <=50k,41, 9,0,1,2, 0, 0, 44,0
 <=50k,37, 10,1,1,1, 0, 0, 55,1
 >50k,38, 13,1,1,1, 0, 0, 45,1
 <=50k,27, 10,0,1,2, 0, 0, 40,1
 <=50k,38, 14,0,1,2, 0, 0, 40,1
 >50k,38, 13,1,0,1, 3103, 0, 60,1
 >50k,49, 9,1,1,1, 0, 0, 30,1
 <=50k,22, 9,0,1,1, 0, 0, 55,1
 >50k,40, 12,1,1,1, 0, 0, 40,1
 <=50k,20, 9,1,1,1, 0, 0, 40,1
 <=50k,34, 16,0,1,2, 0, 0, 99,1
 <=50k,24, 14,0,1,1, 0, 0, 56,1
 >50k,58, 13,0,1,1, 4787, 0, 40,1
 <=50k,24, 10,0,1,2, 0, 0, 40,1
 <=50k,43, 9,0,1,1, 0, 0, 45,1
 <=50k,38, 9,0,1,2, 0, 0, 40,1
 <=50k,42, 9,1,1,1, 0, 0, 40,1
 <=50k,27, 10,1,1,1, 0, 0, 40,1
 <=50k,18, 6,0,1,2, 0, 0, 20,1
 >50k,37, 9,0,0,1, 27828, 0, 48,1
 <=50k,48, 9,0,1,1, 0, 0, 65,1
 <=50k,40, 4,0,1,2, 0, 0, 25,1
 >50k,50, 13,1,0,1, 7688, 0, 50,0
 <=50k,57, 9,0,0,2, 0, 0, 35,1
 >50k,36, 10,1,1,1, 0, 0, 60,1
 <=50k,41, 9,1,1,1, 0, 0, 40,1
 <=50k,90, 4,1,1,1, 0, 0, 40,1
 <=50k,66, 4,0,0,2, 0, 0, 10,1
 <=50k,34, 9,1,1,2, 0, 2179, 12,1
 <=50k,23, 9,0,0,1, 0, 0, 1,0
 <=50k,35, 9,1,1,1, 0, 0, 55,1
 <=50k,32, 9,1,1,1, 2407, 0, 40,1
 >50k,33, 13,0,0,1, 0, 0, 50,1
 <=50k,32, 11,1,1,1, 0, 0, 40,1
 <=50k,31, 10,1,0,1, 0, 0, 40,1
 <=50k,32, 10,1,1,1, 0, 0, 50,1
 <=50k,40, 9,1,1,1, 0, 0, 40,1
 <=50k,27, 9,0,1,1, 0, 0, 30,1
 <=50k,34, 9,0,0,1, 0, 0, 40,1
 >50k,35, 11,1,0,2, 0, 0, 40,1
 <=50k,29, 10,1,1,1, 0, 0, 40,1
 <=50k,41, 9,0,0,2, 0, 0, 20,1
 >50k,33, 16,1,1,2, 0, 0, 48,1
 >50k,52, 13,1,1,1, 0, 0, 40,1
 <=50k,20, 9,1,1,1, 0, 0, 40,1
 <=50k,18, 7,0,1,1, 0, 0, 10,1
 <=50k,49, 4,0,1,2, 0, 0, 35,1
 <=50k,58, 9,1,1,1, 0, 0, 40,1
 <=50k,23, 9,0,1,2, 0, 0, 50,1
 >50k,59, 9,1,1,1, 0, 0, 40,1
 <=50k,49, 10,1,1,1, 0, 0, 40,1
 <=50k,23, 13,0,1,2, 0, 0, 15,1
 <=50k,20, 7,0,1,1, 0, 0, 40,1
 >50k,36, 11,1,1,1, 0, 1887, 50,1
 <=50k,64, 10,0,1,2, 0, 0, 3,1
 <=50k,34, 10,0,1,2, 0, 0, 40,1
 <=50k,63, 12,0,1,2, 0, 0, 35,1
 <=50k,51, 9,0,0,2, 0, 0, 40,1
 <=50k,40, 10,0,0,2, 0, 0, 35,1
 <=50k,55, 5,1,1,1, 0, 0, 55,1
 <=50k,30, 13,0,1,1, 0, 0, 25,1
 >50k,32, 15,1,1,1, 7688, 0, 45,1
 <=50k,55, 13,1,1,1, 0, 0, 40,1
 >50k,47, 10,0,1,1, 0, 0, 56,1
 <=50k,50, 13,0,1,1, 0, 0, 40,1
 >50k,42, 9,1,0,1, 7688, 0, 45,1
 >50k,32, 10,1,1,1, 0, 0, 55,1
 <=50k,60, 12,1,1,1, 0, 0, 30,1
 <=50k,53, 9,1,1,1, 0, 0, 40,1
 >50k,58, 13,0,1,1, 8614, 0, 40,1
 <=50k,45, 13,0,1,1, 0, 0, 30,1
 <=50k,31, 9,0,1,1, 0, 0, 40,1
 <=50k,32, 9,0,1,1, 0, 0, 40,1
 <=50k,37, 10,0,1,2, 0, 0, 30,1
 <=50k,28, 10,0,1,2, 0, 0, 60,1
 <=50k,26, 8,0,1,1, 0, 0, 40,0
 >50k,47, 9,1,1,1, 0, 0, 80,1
 >50k,34, 10,1,1,1, 0, 0, 50,1
 <=50k,42, 9,0,0,1, 0, 0, 40,1
 >50k,48, 13,1,1,2, 99999, 0, 40,1
 <=50k,32, 9,0,0,2, 0, 0, 40,1
 >50k,35, 11,1,1,2, 0, 0, 42,1
 >50k,46, 16,1,1,2, 0, 1902, 52,1
 <=50k,38, 10,1,1,1, 0, 0, 40,1
 >50k,35, 13,1,1,1, 0, 0, 40,1
 <=50k,45, 12,0,0,1, 0, 0, 35,1
 <=50k,31, 13,0,1,1, 0, 0, 40,1
 >50k,52, 10,1,1,1, 0, 0, 60,1
 <=50k,20, 10,0,1,1, 0, 0, 50,1
 <=50k,24, 14,0,1,1, 0, 0, 50,1
 >50k,29, 11,1,1,1, 0, 0, 40,1
 <=50k,23, 13,0,1,2, 0, 0, 40,1
 <=50k,34, 9,1,1,1, 0, 0, 40,1
 <=50k,54, 14,0,1,2, 0, 0, 38,1
 <=50k,21, 10,0,1,2, 0, 0, 30,1
 <=50k,23, 13,0,1,2, 0, 0, 30,1
 <=50k,79, 4,0,1,2, 2964, 0, 30,1
 >50k,55, 14,1,1,1, 0, 0, 40,1
 <=50k,60, 9,0,1,2, 2597, 0, 40,1
 <=50k,37, 12,0,0,1, 0, 0, 40,1
 <=50k,47, 9,0,1,1, 0, 1590, 40,1
 <=50k,20, 10,0,1,1, 0, 0, 40,1
 <=50k,53, 13,0,1,1, 0, 0, 40,0
 <=50k,34, 9,1,1,2, 0, 0, 40,1
 <=50k,43, 10,0,0,2, 0, 0, 40,1
 <=50k,24, 10,1,1,1, 0, 0, 60,1
 <=50k,23, 9,0,0,1, 0, 0, 40,1
 <=50k,29, 11,0,0,1, 0, 0, 40,1
 <=50k,58, 10,0,0,2, 0, 0, 40,1
 <=50k,40, 14,0,1,2, 0, 0, 40,1
 <=50k,43, 10,1,1,2, 0, 0, 40,1
 <=50k,25, 14,0,1,1, 0, 0, 40,1
 <=50k,23, 13,0,1,1, 0, 0, 24,1
 <=50k,34, 9,1,1,1, 0, 0, 50,1
 <=50k,26, 10,0,1,2, 0, 0, 35,1
 >50k,60, 16,0,1,2, 0, 0, 65,1
 >50k,39, 9,1,1,1, 0, 0, 50,1
 <=50k,21, 9,0,1,1, 0, 0, 40,1
 <=50k,45, 9,1,1,1, 0, 2179, 45,1
 <=50k,33, 10,0,1,1, 0, 0, 40,1
 >50k,26, 13,0,1,1, 0, 0, 70,1
 <=50k,39, 10,0,1,2, 114, 0, 45,1
 >50k,29, 12,0,1,2, 8614, 0, 40,1
 <=50k,52, 7,1,1,1, 0, 0, 40,1
 >50k,34, 13,1,1,1, 0, 0, 30,1
 <=50k,24, 9,0,1,1, 0, 0, 48,1
 >50k,77, 16,1,1,1, 20051, 0, 40,1
 <=50k,34, 14,1,1,1, 0, 0, 60,1
 <=50k,53, 5,1,1,1, 0, 0, 70,1
 <=50k,31, 9,0,0,1, 0, 0, 40,1
 <=50k,58, 9,0,1,2, 0, 0, 15,1
 >50k,50, 14,1,1,1, 7688, 0, 55,1
 <=50k,32, 9,1,1,1, 0, 0, 40,1
 <=50k,57, 9,0,1,2, 0, 0, 40,1
 <=50k,32, 9,0,1,2, 0, 0, 45,1
 <=50k,77, 5,1,0,2, 0, 0, 10,1
 <=50k,37, 10,0,1,1, 0, 0, 40,1
 <=50k,51, 9,1,1,2, 0, 0, 40,1
 <=50k,33, 12,0,0,1, 0, 0, 60,1
 <=50k,53, 9,0,1,2, 0, 0, 35,1
 <=50k,32, 9,0,1,1, 0, 0, 50,1
 <=50k,30, 10,1,1,1, 0, 0, 40,1
 <=50k,19, 10,0,1,2, 594, 0, 20,1
 <=50k,33, 13,0,1,2, 0, 0, 24,1
 <=50k,31, 11,0,1,2, 0, 0, 40,1
 <=50k,28, 10,0,0,2, 0, 0, 40,1
 <=50k,19, 8,0,1,2, 0, 0, 20,1
 <=50k,27, 9,1,1,1, 0, 0, 60,1
 <=50k,21, 3,1,1,1, 0, 0, 40,0
 <=50k,24, 13,0,1,2, 0, 0, 40,1
 <=50k,46, 9,0,1,1, 0, 0, 54,1
 <=50k,31, 13,0,1,2, 0, 0, 40,1
 >50k,60, 10,1,1,1, 0, 0, 40,1
 <=50k,21, 6,0,0,2, 0, 0, 38,1
 <=50k,31, 11,0,1,1, 0, 0, 40,1
 >50k,26, 13,1,1,1, 0, 0, 40,1
 <=50k,46, 9,0,1,2, 0, 0, 25,1
 >50k,25, 9,1,1,1, 0, 0, 60,1
 <=50k,23, 10,0,1,1, 0, 0, 30,1
 >50k,53, 14,1,1,1, 0, 0, 40,1
 <=50k,29, 9,1,1,2, 0, 2179, 40,1
 >50k,45, 10,1,1,1, 0, 0, 50,1
 <=50k,70, 13,0,1,1, 0, 0, 40,1
 >50k,55, 13,1,1,1, 99999, 0, 60,1
 >50k,40, 16,1,1,1, 0, 1887, 50,1
 <=50k,17, 6,0,1,1, 0, 0, 30,1
 <=50k,18, 9,0,1,1, 0, 0, 40,1
 >50k,34, 14,0,1,1, 0, 0, 60,1
 <=50k,41, 10,0,1,2, 0, 0, 40,1
 <=50k,28, 13,0,1,1, 0, 0, 40,1
 <=50k,23, 9,0,1,1, 0, 0, 40,1
 <=50k,32, 10,0,1,1, 0, 0, 40,1
 <=50k,56, 4,1,0,1, 0, 0, 48,1
 <=50k,36, 9,0,1,1, 0, 0, 45,1
 <=50k,26, 9,0,1,1, 0, 0, 50,1
 <=50k,62, 13,0,1,2, 0, 0, 7,1
 <=50k,35, 12,0,1,2, 0, 0, 40,1
 <=50k,25, 13,0,1,2, 0, 0, 40,1
 <=50k,28, 9,1,1,1, 0, 0, 50,1
 <=50k,21, 10,0,1,2, 0, 0, 25,1
 <=50k,31, 6,1,1,1, 0, 0, 40,1
 <=50k,23, 12,0,1,1, 0, 0, 25,0
 >50k,58, 13,1,1,1, 0, 0, 40,1
 >50k,55, 14,1,1,1, 0, 0, 40,1
 <=50k,54, 9,1,1,1, 0, 0, 40,1
 <=50k,33, 9,1,1,1, 3908, 0, 40,1
